MaSV,TenSV,GPA,ChuyenCan,DiemGiuaKy,SoMonTruot,SoTinChi,LichSuCanhBao,NoHocPhi,NguyCo
SV23511,Bùi Thị Cường,2.54,33,6.4,0,21,0,0,Cao
SV23512,Vũ Ngọc Cường,2.48,67,6.2,1,18,0,0,Trung Binh
SV23513,Hoàng Văn Bình,0.0,85,0.0,0,0,0,0,Cao
SV23514,Lê Thảo Bình,2.8,89,7.0,5,18,1,1,Cao
SV23515,Phạm Ngọc Hương,2.33,67,5.8,2,15,0,0,Cao
SV23516,Lê Minh Linh,2.6,83,6.5,5,18,0,0,Trung Binh
SV23517,Phạm Anh Bình,0.0,85,0.0,0,0,1,1,Cao
SV23518,Nguyễn Quang Bình,0.0,67,0.0,5,15,0,0,Cao
SV23519,Hoàng Văn Trang,2.3,72,5.8,2,18,0,0,Cao
SV23520,Trần Đức Khánh,2.34,33,5.9,3,30,1,1,Cao
SV23521,Bùi Anh Hương,2.52,47,6.3,0,15,0,0,Thap
SV23522,Phạm Văn Hương,2.33,37,5.8,4,51,0,0,Cao
SV23523,Phạm Quang Linh,2.98,44,7.4,0,18,0,0,Thap
SV23524,Hoàng Minh An,2.0,73,5.0,3,15,0,0,Trung Binh
SV23525,Lê Đức An,2.84,33,7.1,0,15,0,0,Trung Binh
SV23526,Vũ Thảo Giang,2.54,44,6.4,0,18,0,0,Thap
SV23527,Nguyễn Ngọc Linh,2.32,44,5.8,7,36,1,1,Cao
SV23528,Nguyễn Thị Bình,2.39,67,6.0,2,21,0,0,Cao
SV23529,Nguyễn Thảo Khánh,2.32,67,5.8,1,15,0,0,Cao
SV23530,Lê Thị Khánh,2.54,43,6.4,2,21,0,0,Trung Binh
SV23531,Đặng Anh Hương,2.67,33,6.7,0,18,0,0,Thap
SV23532,Phạm Thị Nam,2.67,48,6.7,1,27,0,0,Trung Binh
SV23533,Lê Đức Khánh,2.68,33,6.7,0,15,0,0,Thap
SV23534,Vũ Thảo Bình,0.0,67,0.0,6,18,1,1,Cao
SV23535,Vũ Ngọc Linh,2.2,33,5.5,3,15,0,0,Cao
SV23536,Đặng Minh Cường,2.4,38,6.0,2,45,0,0,Cao
SV23537,Nguyễn Ngọc Hương,0.0,0,0.0,5,15,0,0,Cao
SV23538,Bùi Ngọc Giang,0.0,33,0.0,5,15,0,0,Cao
SV23539,Lê Đức Linh,2.5,67,6.2,2,18,0,0,Cao
SV23540,Trần Thảo An,2.73,39,6.8,0,18,0,0,Thap
SV23541,Nguyễn Quang Dũng,2.0,67,5.0,4,15,0,0,Cao
SV23542,Vũ Thảo Nam,2.3,33,5.8,0,18,0,0,Cao
SV23543,Nguyễn Đức An,2.45,47,6.1,1,15,0,0,Trung Binh
SV23544,Hoàng Anh Giang,2.72,61,6.8,1,18,0,0,Trung Binh
SV23545,Trần Anh Giang,2.1,73,5.2,3,15,0,0,Trung Binh
SV23546,Trần Ngọc Linh,2.65,33,6.6,1,21,0,0,Thap
SV23547,Lê Văn An,2.5,38,6.3,0,21,0,0,Thap
SV23548,Phạm Văn Linh,0.0,60,0.0,5,15,0,0,Cao
SV23549,Trần Văn An,0.0,78,0.0,6,18,0,0,Cao
SV23550,Nguyễn Minh Trang,2.7,33,6.7,1,21,0,0,Thap
SV23551,Nguyễn Văn An,2.51,43,6.3,1,21,0,0,Trung Binh
SV23552,Nguyễn Minh Hương,0.0,44,0.0,6,18,1,1,Cao
SV23553,Phạm Quang Giang,2.6,60,6.5,2,15,0,0,Cao
SV23554,Trần Ngọc Khánh,3.3,40,8.2,0,15,1,1,Cao
SV23555,Bùi Thảo An,2.63,39,6.6,0,18,1,1,Trung Binh
SV23556,Bùi Ngọc Dũng,2.76,61,6.9,0,18,0,0,Thap
SV23557,Hoàng Ngọc Linh,2.23,39,5.6,0,18,0,0,Trung Binh
SV23558,Lê Anh Dũng,0.0,0,0.0,6,18,0,0,Cao
SV23559,Đặng Ngọc Khánh,2.53,39,6.3,0,18,0,0,Trung Binh
SV23560,Phạm Đức Khánh,2.52,33,6.3,0,15,0,0,Thap
SV23561,Vũ Anh Linh,2.61,33,6.5,2,21,0,0,Trung Binh
SV23562,Nguyễn Thị Khánh,2.77,39,6.9,0,18,0,0,Thap
SV23563,Phạm Quang Khánh,0.0,33,0.0,5,15,0,0,Cao
SV23564,Đặng Thị Trang,3.2,33,8.0,4,18,1,1,Cao
SV23565,Bùi Văn Nam,0.0,33,0.0,5,15,1,1,Cao
SV23566,Trần Anh Khánh,2.13,80,5.3,2,15,0,0,Cao
SV23567,Đặng Đức Nam,2.9,33,7.2,0,54,0,0,Thap
SV23568,Bùi Đức An,2.8,40,7.0,0,15,0,0,Thap
SV23569,Trần Anh Bình,2.67,67,6.7,2,15,0,0,Thap
SV23570,Phạm Đức Linh,0.0,0,0.0,6,18,0,0,Cao
SV23571,Đặng Văn Dũng,2.4,50,6.0,1,18,0,0,Thap
SV23572,Trần Đức Giang,3.24,40,8.1,0,15,0,0,Thap
SV23573,Nguyễn Quang Linh,2.06,33,5.1,6,39,0,0,Cao
SV23574,Bùi Thảo Nam,0.0,33,0.0,5,15,0,0,Trung Binh
SV23575,Hoàng Quang Giang,2.71,39,6.8,0,18,0,0,Thap
SV23576,Hoàng Quang Giang,2.86,39,7.1,0,18,0,0,Thap
SV23577,Bùi Thị Hương,2.04,47,5.1,0,15,0,0,Thap
SV23578,Hoàng Anh Nam,2.05,67,5.1,6,24,1,1,Cao
SV23579,Lê Minh Khánh,0.0,0,0.0,6,18,0,0,Cao
SV23580,Đặng Ngọc Cường,2.97,39,7.4,0,18,0,0,Thap
SV23581,Vũ Anh Khánh,2.72,67,6.8,1,18,0,0,Thap
SV23582,Hoàng Quang Bình,2.45,33,6.1,0,21,1,1,Thap
SV23583,Vũ Ngọc Linh,0.0,0,0.0,5,15,0,0,Cao
SV23584,Nguyễn Đức An,2.5,53,6.2,1,15,1,1,Trung Binh
SV23585,Vũ Văn Trang,2.64,37,6.6,0,27,0,0,Thap
SV23586,Phạm Thảo Linh,3.0,62,7.5,5,21,0,0,Cao
SV23587,Đặng Đức Trang,0.0,85,0.0,0,0,0,0,Cao
SV23588,Hoàng Văn Bình,2.63,33,6.6,0,36,0,0,Thap
SV23589,Phạm Thảo An,2.77,44,6.9,1,18,0,0,Thap
SV23590,Bùi Minh Linh,0.0,0,0.0,5,15,0,0,Cao
SV23591,Bùi Thảo Hương,0.0,40,0.0,5,15,0,0,Trung Binh
SV23592,Vũ Anh Nam,2.63,33,6.6,1,24,0,0,Trung Binh
SV23593,Phạm Thị Khánh,2.47,33,6.2,3,36,0,0,Cao
SV23594,Nguyễn Quang Nam,2.6,33,6.5,0,18,1,1,Cao
SV23595,Đặng Thị Nam,2.3,93,5.8,3,15,0,0,Trung Binh
SV23596,Đặng Thị Hương,2.65,83,6.6,3,18,0,0,Cao
SV23597,Trần Đức Dũng,2.67,67,6.7,3,18,0,0,Trung Binh
SV23598,Lê Thị Hương,2.7,33,6.8,0,18,0,0,Thap
SV23599,Bùi Ngọc Nam,2.53,39,6.3,0,18,0,0,Thap
SV23600,Vũ Anh Bình,3.02,55,7.5,0,33,0,0,Cao
SV23601,Bùi Thảo Nam,0.0,85,0.0,0,0,1,1,Cao
SV23602,Bùi Ngọc Trang,2.63,39,6.6,0,18,0,0,Thap
SV23603,Phạm Ngọc Trang,2.57,33,6.4,0,18,0,0,Thap
SV23604,Bùi Văn Giang,2.36,47,5.9,0,15,0,0,Trung Binh
SV23605,Phạm Ngọc Dũng,2.37,33,5.9,0,18,0,0,Thap
SV23606,Hoàng Quang Nam,2.56,33,6.4,1,18,0,0,Thap
SV23607,Trần Minh Hương,2.36,33,5.9,2,21,0,0,Cao
SV23608,Vũ Ngọc Linh,0.0,85,0.0,0,0,0,0,Trung Binh
SV23609,Lê Đức Cường,3.16,47,7.9,0,15,0,0,Cao
SV23610,Vũ Quang Giang,0.0,85,0.0,0,0,1,1,Trung Binh
SV23611,Trần Thị Hương,2.5,60,6.2,3,15,0,0,Trung Binh
SV23612,Bùi Văn Hương,2.93,50,7.3,0,18,0,0,Thap
SV23613,Phạm Thị Bình,2.5,56,6.2,2,18,0,0,Cao
SV23614,Đặng Thị An,2.4,47,6.0,2,15,0,0,Cao
SV23615,Vũ Ngọc Khánh,2.63,33,6.6,1,24,1,1,Trung Binh
SV23616,Vũ Thảo Khánh,2.53,33,6.3,3,18,1,1,Cao
SV23617,Vũ Văn Cường,3.0,40,7.5,0,15,0,0,Trung Binh
SV23618,Lê Ngọc Dũng,2.72,39,6.8,1,18,1,1,Cao
SV23619,Trần Văn An,2.5,33,6.2,0,18,0,0,Thap
SV23620,Lê Thị Cường,2.67,39,6.7,0,18,0,0,Thap
SV23621,Phạm Thảo Bình,2.45,72,6.1,2,18,0,0,Cao
SV23622,Hoàng Đức An,3.02,33,7.6,0,21,0,0,Thap
SV23623,Phạm Quang Khánh,2.63,33,6.6,0,18,0,0,Thap
SV23624,Bùi Thị Hương,2.2,44,5.5,2,18,0,0,Cao
SV23625,Vũ Minh Nam,2.33,60,5.8,2,15,0,0,Thap
SV23626,Vũ Quang Bình,2.0,72,5.0,5,18,0,0,Trung Binh
SV23627,Phạm Anh An,2.31,71,5.8,0,21,0,0,Cao
SV23628,Bùi Thảo Hương,2.43,33,6.1,0,18,0,0,Trung Binh
SV23629,Phạm Anh Linh,0.0,85,0.0,0,0,0,0,Cao
SV23630,Lê Minh Bình,2.77,33,6.9,0,18,0,0,Thap
SV23631,Hoàng Minh Cường,2.47,48,6.2,1,21,0,0,Thap
SV23632,Đặng Ngọc Linh,2.43,39,6.1,0,18,1,1,Cao
SV23633,Bùi Thị Dũng,2.4,44,6.0,3,18,1,1,Trung Binh
SV23634,Bùi Minh Khánh,2.48,47,6.2,1,30,0,0,Thap
SV23635,Bùi Văn An,2.55,47,6.4,1,15,0,0,Thap
SV23636,Phạm Anh Trang,2.99,52,7.5,3,63,0,0,Thap
SV23637,Đặng Ngọc Khánh,2.6,33,6.5,0,18,0,0,Thap
SV23638,Nguyễn Văn Dũng,2.57,33,6.4,0,21,1,1,Trung Binh
SV23639,Hoàng Anh Dũng,2.89,48,7.2,0,21,0,0,Thap
SV23640,Bùi Quang Nam,2.8,44,7.0,0,18,0,0,Thap
SV23641,Đặng Quang Trang,2.7,33,6.8,0,18,0,0,Thap
SV23642,Nguyễn Anh Khánh,0.0,0,0.0,6,18,0,0,Cao
SV23643,Nguyễn Quang Trang,2.33,33,5.8,0,18,0,0,Thap
SV23644,Bùi Minh Nam,2.4,40,6.0,1,15,0,0,Thap
SV23645,Phạm Minh Dũng,2.34,39,5.9,0,18,0,0,Thap
SV23646,Phạm Đức Nam,2.53,44,6.3,0,18,0,0,Thap
SV23647,Hoàng Quang Cường,2.35,61,5.9,3,18,0,0,Trung Binh
SV23648,Trần Anh Khánh,0.0,0,0.0,6,18,0,0,Cao
SV23649,Bùi Thảo An,2.47,33,6.2,1,24,0,0,Thap
SV23650,Phạm Thị Khánh,2.33,67,5.8,1,21,0,0,Cao
SV23651,Lê Quang Bình,2.65,33,6.6,0,36,0,0,Thap
SV23652,Đặng Quang Nam,2.37,44,5.9,1,18,0,0,Trung Binh
SV23653,Lê Thị Khánh,2.66,33,6.6,0,21,0,0,Thap
SV23654,Phạm Minh Bình,2.51,72,6.3,0,18,0,0,Trung Binh
SV23655,Hoàng Thảo Khánh,2.57,33,6.4,0,18,0,0,Thap
SV23656,Hoàng Anh An,2.57,33,6.4,0,18,0,0,Thap
SV23657,Hoàng Đức Cường,2.53,67,6.3,2,15,0,0,Thap
SV23658,Đặng Ngọc Linh,2.65,38,6.6,1,21,0,0,Thap
SV23659,Hoàng Anh Bình,2.48,33,6.2,0,15,0,0,Thap
SV23660,Nguyễn Ngọc Linh,2.9,67,7.2,3,15,0,0,Trung Binh
SV23661,Vũ Anh Trang,0.0,39,0.0,6,18,1,1,Cao
SV23662,Đặng Văn Khánh,2.86,39,7.1,0,18,0,0,Thap
SV23663,Lê Ngọc Khánh,2.47,47,6.2,2,15,0,0,Thap
SV23664,Trần Minh Dũng,2.52,48,6.3,1,21,0,0,Thap
SV23665,Trần Ngọc An,2.75,38,6.9,1,21,0,0,Cao
SV23666,Nguyễn Anh Khánh,2.58,44,6.4,0,18,0,0,Trung Binh
SV23667,Nguyễn Văn An,2.92,47,7.3,2,30,0,0,Cao
SV23668,Đặng Văn Cường,0.0,33,0.0,3,9,0,0,Cao
SV23669,Vũ Thị Trang,2.53,44,6.3,0,18,1,1,Thap
SV23670,Phạm Minh An,2.5,46,6.2,2,24,0,0,Thap
SV23671,Nguyễn Anh Giang,2.73,33,6.8,0,36,0,0,Thap
SV23672,Phạm Văn Dũng,3.2,72,8.0,0,18,0,0,Thap
SV23673,Lê Thị Nam,2.83,44,7.1,0,18,0,0,Thap
SV23674,Vũ Quang An,2.37,50,5.9,0,18,1,1,Thap
SV23675,Đặng Ngọc Dũng,2.53,33,6.3,0,18,0,0,Thap
SV23676,Hoàng Thị Giang,2.5,33,6.2,0,18,0,0,Thap
SV23677,Nguyễn Ngọc Nam,2.18,48,5.4,2,33,1,1,Thap
SV23678,Trần Quang Hương,2.6,61,6.5,5,18,0,0,Cao
SV23679,Hoàng Đức Dũng,3.03,33,7.6,0,18,0,0,Thap
SV23680,Vũ Đức Giang,2.53,44,6.3,0,18,0,0,Thap
SV23681,Hoàng Ngọc Giang,0.0,85,0.0,0,0,1,1,Cao
SV23682,Đặng Văn Trang,2.4,60,6.0,0,15,0,0,Trung Binh
SV23683,Đặng Quang Dũng,0.0,33,0.0,5,15,0,0,Cao
SV23684,Nguyễn Ngọc Linh,0.0,85,0.0,0,0,1,1,Thap
SV23685,Phạm Văn Giang,2.2,53,5.5,3,15,0,0,Cao
SV23686,Vũ Thảo Linh,3.14,39,7.9,0,18,0,0,Cao
SV23687,Phạm Anh Linh,2.16,33,5.4,4,45,0,0,Cao
SV23688,Bùi Minh Nam,2.4,100,6.0,4,15,0,0,Cao
SV23689,Lê Văn Bình,2.52,44,6.3,1,18,0,0,Thap
SV23690,Đặng Ngọc Trang,2.6,80,6.5,4,15,0,0,Trung Binh
SV23691,Trần Ngọc An,2.32,53,5.8,0,15,0,0,Thap
SV23692,Lê Anh An,2.0,73,5.0,4,15,1,1,Cao
SV23693,Hoàng Thị Nam,2.8,39,7.0,5,18,0,0,Cao
SV23694,Bùi Ngọc Linh,2.52,60,6.3,0,15,0,0,Cao
SV23695,Lê Quang Cường,0.0,85,0.0,0,0,0,0,Cao
SV23696,Đặng Văn Cường,2.27,73,5.7,3,15,0,0,Cao
SV23697,Bùi Quang An,2.53,33,6.3,0,18,0,0,Thap
SV23698,Bùi Văn Giang,2.16,39,5.4,1,18,0,0,Trung Binh
SV23699,Nguyễn Quang Dũng,2.58,67,6.4,2,21,0,0,Thap
SV23700,Bùi Minh Nam,0.0,33,0.0,5,15,0,0,Cao
SV23701,Nguyễn Thị Trang,2.57,33,6.4,0,18,0,0,Trung Binh
SV23702,Trần Minh Hương,2.52,33,6.3,0,15,1,1,Trung Binh
SV23703,Phạm Thảo Khánh,0.0,0,0.0,5,15,0,0,Cao
SV23704,Đặng Minh Trang,0.0,73,0.0,5,15,0,0,Cao
SV23705,Nguyễn Anh Giang,2.83,33,7.1,0,18,0,0,Thap
SV23706,Vũ Văn Hương,2.68,47,6.7,0,15,0,0,Cao
SV23707,Trần Ngọc Nam,2.24,53,5.6,0,15,0,0,Thap
SV23708,Bùi Văn Trang,0.0,85,0.0,0,0,0,0,Thap
SV23709,Bùi Minh Linh,2.53,33,6.3,0,18,1,1,Cao
SV23710,Bùi Ngọc Hương,2.47,47,6.2,2,15,0,0,Cao
SV23711,Vũ Minh Trang,2.45,47,6.1,1,15,0,0,Thap
SV23712,Nguyễn Đức Dũng,0.0,85,0.0,0,0,1,1,Cao
SV23713,Trần Đức Hương,2.15,87,5.4,2,15,0,0,Cao
SV23714,Lê Đức Trang,0.0,33,0.0,7,21,0,0,Cao
SV23715,Trần Quang Khánh,0.0,72,0.0,6,18,1,1,Cao
SV23716,Lê Đức Dũng,2.87,60,7.2,3,15,0,0,Trung Binh
SV23717,Đặng Văn Bình,2.3,53,5.8,3,15,0,0,Cao
SV23718,Nguyễn Thị Linh,0.0,85,0.0,0,0,0,0,Thap
SV23719,Bùi Văn Khánh,2.1,73,5.2,3,15,0,0,Cao
SV23720,Hoàng Văn Trang,2.7,33,6.8,0,18,0,0,Cao
SV23721,Phạm Thị Hương,2.2,94,5.5,5,18,0,0,Trung Binh
SV23722,Đặng Minh Hương,2.0,33,5.0,5,18,0,0,Cao
SV23723,Lê Thảo Dũng,0.0,94,0.0,6,18,0,0,Cao
SV23724,Phạm Thị Hương,2.4,67,6.0,4,15,1,1,Cao
SV23725,Đặng Văn Bình,2.45,40,6.1,1,15,0,0,Cao
SV23726,Trần Quang Bình,2.28,70,5.7,5,30,0,0,Cao
SV23727,Trần Đức Nam,0.0,33,0.0,5,15,0,0,Cao
SV23728,Bùi Thị Linh,2.85,44,7.1,2,18,0,0,Thap
SV23729,Phạm Thị Trang,2.89,33,7.2,1,36,0,0,Thap
SV23730,Đặng Ngọc Trang,2.91,36,7.3,0,36,1,1,Thap
SV23731,Hoàng Minh An,2.55,48,6.4,1,21,0,0,Thap
SV23732,Trần Thảo An,2.64,36,6.6,7,36,0,0,Cao
SV23733,Lê Thị Giang,0.0,85,0.0,0,0,0,0,Thap
SV23734,Phạm Anh Khánh,2.47,39,6.2,0,18,0,0,Cao
SV23735,Hoàng Thảo Dũng,2.24,33,5.6,4,27,0,0,Cao
SV23736,Đặng Đức Hương,2.64,33,6.6,1,21,0,0,Thap
SV23737,Phạm Thị An,2.37,53,5.9,0,15,0,0,Trung Binh
SV23738,Vũ Ngọc An,2.27,56,5.7,1,18,0,0,Trung Binh
SV23739,Bùi Ngọc Dũng,2.72,33,6.8,0,15,0,0,Thap
SV23740,Hoàng Minh Linh,0.0,67,0.0,5,15,0,0,Cao
SV23741,Phạm Quang Khánh,2.57,61,6.4,1,18,0,0,Cao
SV23742,Hoàng Thảo Linh,2.87,100,7.2,2,15,0,0,Trung Binh
SV23743,Hoàng Thảo Hương,2.7,50,6.8,1,18,0,0,Thap
SV23744,Trần Thị Hương,2.89,44,7.2,0,18,0,0,Trung Binh
SV23745,Vũ Văn An,0.0,67,0.0,6,18,0,0,Cao
SV23746,Lê Minh Cường,0.0,85,0.0,0,0,0,0,Thap
SV23747,Lê Anh Giang,2.57,33,6.4,0,24,0,0,Thap
SV23748,Nguyễn Thị Hương,0.0,40,0.0,5,15,0,0,Thap
SV23749,Đặng Thị Cường,0.0,0,0.0,7,21,1,1,Cao
SV23750,Phạm Thị Trang,2.93,33,7.3,0,18,0,0,Thap
SV23751,Vũ Đức Trang,2.79,33,7.0,1,24,0,0,Thap
SV23752,Vũ Thảo Trang,2.94,33,7.4,2,36,0,0,Thap
SV23753,Bùi Thị Cường,2.33,33,5.8,0,18,0,0,Thap
SV23754,Nguyễn Thảo Trang,2.97,33,7.4,1,21,0,0,Thap
SV23755,Trần Thị An,2.4,73,6.0,4,15,0,0,Cao
SV23756,Vũ Thảo Khánh,2.74,38,6.8,0,21,0,0,Cao
SV23757,Đặng Đức Nam,2.48,78,6.2,1,18,0,0,Thap
SV23758,Vũ Thị An,2.68,48,6.7,0,21,0,0,Thap
SV23759,Nguyễn Văn Dũng,2.36,72,5.9,1,18,0,0,Trung Binh
SV23760,Hoàng Minh Dũng,0.0,0,0.0,5,15,0,0,Cao
SV23761,Phạm Thảo Dũng,2.35,42,5.9,2,45,0,0,Thap
SV23762,Nguyễn Văn Hương,0.0,44,0.0,6,18,1,1,Cao
SV23763,Trần Đức Trang,2.66,44,6.6,0,18,0,0,Thap
SV23764,Lê Quang Nam,2.33,33,5.8,0,18,0,0,Thap
SV23765,Vũ Minh Khánh,2.3,72,5.8,0,18,0,0,Thap
SV23766,Bùi Anh An,2.62,43,6.5,1,21,0,0,Thap
SV23767,Lê Anh Khánh,2.53,33,6.3,0,18,0,0,Thap
SV23768,Lê Ngọc Giang,2.27,33,5.7,3,18,1,1,Cao
SV23769,Hoàng Văn Trang,2.72,44,6.8,1,18,0,0,Trung Binh
SV23770,Vũ Ngọc Linh,2.63,33,6.6,0,18,0,0,Cao
SV23771,Hoàng Anh An,0.0,0,0.0,6,18,0,0,Cao
SV23772,Trần Ngọc Dũng,2.33,56,5.8,1,18,0,0,Thap
SV23773,Phạm Thị Nam,2.7,33,6.8,0,18,0,0,Thap
SV23774,Trần Thảo Linh,0.0,39,0.0,6,18,1,1,Cao
SV23775,Phạm Anh Dũng,2.63,33,6.6,0,18,0,0,Thap
SV23776,Hoàng Văn Bình,2.5,73,6.2,1,15,1,1,Cao
SV23777,Hoàng Minh Linh,2.68,56,6.7,0,18,0,0,Thap
SV23778,Trần Thảo An,2.63,33,6.6,0,18,0,0,Thap
SV23779,Trần Minh Nam,2.68,67,6.7,2,18,0,0,Trung Binh
SV23780,Phạm Minh Nam,2.6,48,6.5,4,21,0,0,Trung Binh
SV23781,Đặng Anh Trang,2.63,33,6.6,1,24,0,0,Thap
SV23782,Nguyễn Thị Giang,2.57,33,6.4,0,18,0,0,Thap
SV23783,Nguyễn Đức Cường,2.43,48,6.1,0,21,0,0,Thap
SV23784,Nguyễn Anh Nam,2.67,43,6.7,2,21,0,0,Trung Binh
SV23785,Trần Ngọc Nam,2.6,50,6.5,6,30,0,0,Cao
SV23786,Đặng Quang Linh,2.4,100,6.0,3,18,0,0,Trung Binh
SV23787,Đặng Đức Nam,0.0,85,0.0,0,0,0,0,Cao
SV23788,Lê Văn Hương,2.2,50,5.5,1,18,0,0,Cao
SV23789,Đặng Thị Nam,2.3,44,5.8,1,18,0,0,Trung Binh
SV23790,Phạm Anh An,2.67,33,6.7,6,27,1,1,Cao
SV23791,Nguyễn Minh Hương,2.92,43,7.3,0,21,0,0,Thap
SV23792,Hoàng Quang Bình,2.2,50,5.5,2,18,1,1,Cao
SV23793,Nguyễn Ngọc Trang,0.0,53,0.0,5,15,1,1,Cao
SV23794,Vũ Đức Dũng,0.0,33,0.0,6,18,0,0,Cao
SV23795,Hoàng Quang Linh,2.4,60,6.0,4,15,0,0,Cao
SV23796,Trần Đức Giang,2.8,53,7.0,0,15,0,0,Thap
SV23797,Phạm Đức Hương,2.71,44,6.8,0,18,0,0,Thap
SV23798,Phạm Thảo Cường,0.0,67,0.0,6,18,0,0,Cao
SV23799,Bùi Ngọc Trang,2.85,44,7.1,0,18,0,0,Thap
SV23800,Hoàng Anh Bình,0.0,39,0.0,6,18,1,1,Cao
SV23801,Trần Thị Khánh,0.0,67,0.0,6,18,0,0,Cao
SV23802,Trần Văn Khánh,2.71,33,6.8,1,24,0,0,Thap
SV23803,Hoàng Văn Dũng,2.62,33,6.6,0,27,0,0,Thap
SV23804,Phạm Anh Dũng,2.53,41,6.3,0,27,0,0,Thap
SV23805,Trần Quang Nam,2.15,67,5.4,1,15,0,0,Cao
SV23806,Trần Đức An,2.15,47,5.4,6,30,0,0,Cao
SV23807,Trần Quang Trang,2.73,33,6.8,0,18,0,0,Thap
SV23808,Vũ Đức An,2.77,33,6.9,0,18,0,0,Thap
SV23809,Hoàng Văn Giang,2.64,33,6.6,1,54,0,0,Cao
SV23810,Bùi Quang An,2.55,44,6.4,2,18,0,0,Cao
SV23811,Phạm Quang Khánh,2.57,38,6.4,2,21,0,0,Trung Binh
SV23812,Bùi Anh An,2.4,50,6.0,4,24,1,1,Cao
SV23813,Nguyễn Thị Trang,2.33,33,5.8,2,33,0,0,Thap
SV23814,Bùi Minh An,3.3,33,8.2,0,42,0,0,Thap
SV23815,Đặng Văn Trang,2.47,47,6.2,1,30,0,0,Thap
SV23816,Bùi Anh Bình,2.52,38,6.3,0,21,0,0,Trung Binh
SV23817,Hoàng Ngọc An,2.3,50,5.8,2,18,0,0,Cao
SV23818,Lê Đức Nam,2.38,35,5.9,0,54,0,0,Thap
SV23819,Trần Anh An,0.0,0,0.0,6,18,0,0,Cao
SV23820,Phạm Đức Hương,0.0,0,0.0,6,18,0,0,Cao
SV23821,Trần Văn Cường,2.6,72,6.5,1,18,0,0,Trung Binh
SV23822,Nguyễn Ngọc Khánh,0.0,50,0.0,6,18,0,0,Cao
SV23823,Phạm Thị Bình,3.03,33,7.6,0,18,0,0,Thap
SV23824,Lê Thị Hương,2.35,44,5.9,2,18,0,0,Cao
SV23825,Vũ Thị Bình,0.0,33,0.0,5,15,0,0,Trung Binh
SV23826,Vũ Thị Trang,0.0,85,0.0,0,0,0,0,Cao
SV23827,Bùi Đức An,2.27,61,5.7,3,18,0,0,Cao
SV23828,Hoàng Thảo Bình,2.52,56,6.3,1,18,0,0,Thap
SV23829,Hoàng Quang Giang,0.0,67,0.0,5,15,0,0,Cao
SV23830,Phạm Thảo Trang,3.1,44,7.8,0,18,0,0,Cao
SV23831,Vũ Anh Bình,2.47,33,6.2,1,24,0,0,Thap
SV23832,Lê Quang Hương,2.64,39,6.6,1,18,0,0,Trung Binh
SV23833,Lê Minh Giang,2.29,33,5.7,5,36,0,0,Trung Binh
SV23834,Lê Đức Dũng,0.0,0,0.0,6,18,0,0,Cao
SV23835,Hoàng Thị Nam,2.8,56,7.0,2,18,0,0,Thap
SV23836,Trần Thị Bình,2.4,33,6.0,9,36,0,0,Cao
SV23837,Trần Ngọc Nam,0.0,33,0.0,4,12,0,0,Cao
SV23838,Vũ Minh Trang,2.0,87,5.0,1,15,0,0,Cao
SV23839,Đặng Đức Hương,2.0,60,5.0,4,15,0,0,Cao
SV23840,Vũ Đức Trang,0.0,85,0.0,0,0,0,0,Cao
SV23841,Đặng Thảo Khánh,2.23,39,5.6,0,18,0,0,Trung Binh
SV23842,Nguyễn Minh Cường,2.35,67,5.9,2,18,0,0,Trung Binh
SV23843,Nguyễn Ngọc Nam,2.35,72,5.9,3,18,0,0,Cao
SV23844,Bùi Minh Khánh,2.0,53,5.0,4,15,0,0,Cao
SV23845,Trần Thảo Hương,2.8,53,7.0,2,15,0,0,Thap
SV23846,Nguyễn Minh Trang,0.0,33,0.0,5,15,1,1,Cao
SV23847,Trần Văn Dũng,2.4,67,6.0,3,18,0,0,Cao
SV23848,Đặng Quang Nam,0.0,56,0.0,6,18,0,0,Cao
SV23849,Trần Thị Nam,2.38,63,5.9,2,30,1,1,Cao
SV23850,Phạm Anh Cường,2.77,33,6.9,0,18,0,0,Thap
SV23851,Nguyễn Anh Giang,0.0,33,0.0,5,15,0,0,Cao
SV23852,Bùi Ngọc Bình,2.28,44,5.7,1,18,0,0,Cao
SV23853,Bùi Minh Nam,0.0,44,0.0,6,18,0,0,Cao
SV23854,Bùi Thị Hương,2.13,33,5.3,3,51,1,1,Cao
SV23855,Bùi Ngọc Linh,2.2,56,5.5,4,18,0,0,Cao
SV23856,Trần Đức Giang,3.37,33,8.4,0,18,0,0,Thap
SV23857,Nguyễn Văn Nam,2.71,44,6.8,0,18,0,0,Thap
SV23858,Trần Quang Dũng,2.94,73,7.4,0,15,1,1,Thap
SV23859,Lê Ngọc Trang,0.0,53,0.0,5,15,0,0,Cao
SV23860,Đặng Minh Hương,2.0,93,5.0,4,15,0,0,Cao
SV23861,Phạm Anh An,2.2,83,5.5,5,18,0,0,Cao
SV23862,Bùi Minh Bình,2.2,33,5.5,5,18,0,0,Cao
SV23863,Lê Anh Nam,2.4,33,6.0,1,18,0,0,Thap
SV23864,Lê Anh Bình,2.22,56,5.6,0,18,0,0,Thap
SV23865,Phạm Quang Bình,2.27,72,5.7,3,18,1,1,Cao
SV23866,Nguyễn Ngọc Trang,2.4,83,6.0,4,18,0,0,Cao
SV23867,Bùi Thị Trang,0.0,38,0.0,7,21,0,0,Cao
